Name, Website, Pubs
Weihang Wang 0001, https://weihang-wang.github.io/, 1
Dianqi Han, https://www.handianqi.com/, 2
Ming Li 0006, https://mentis.uta.edu/explore/profile/ming-li, 2
Mohammad A. Islam 0001, http://crystal.uta.edu/~mislam, 1
Chao Shen 0001, http://gr.xjtu.edu.cn/web/cshen, 8
Xiaohong Guan, http://www.xjtu.edu.cn/jsnr.jsp?urltype=tree.TreeTempUrl&wbtreeid=1632&wbwbxjtuteacherid=502, 1
Rosario Gennaro, http://www-cs.ccny.cuny.edu/~rosario, 3
Sven Dietrich, http://www.jjay.cuny.edu/faculty/sven-dietrich, 1
Stéphanie Delaune, http://www.lsv.ens-cachan.fr/~delaune, 3
David Baelde, http://www.lsv.ens-cachan.fr/~baelde, 1
Hubert Comon-Lundh, http://www.lsv.ens-cachan.fr/~comon, 1
Damien Stehlé, http://perso.ens-lyon.fr/damien.stehle, 2
Fabien Laguillaumie, http://perso.ens-lyon.fr/fabien.laguillaumie, 1
Benoît Libert, http://perso.ens-lyon.fr/benoit.libert, 1
Clément Pernet, http://lig-membres.imag.fr/pernet, 1
Vladimir Braverman, https://profiles.rice.edu/faculty/vladimir-braverman, 1
Alan L. Cox, https://www.cs.rice.edu/~alc, 1
Nathan Dautenhahn, http://nathandautenhahn.com/, 1
Anshumali Shrivastava, https://www.cs.rice.edu/~as143, 1
Dan S. Wallach, https://www.cs.rice.edu/~dwallach, 1
Chong Fu, https://www.is.uestc.edu.cn/teachers.do?id=1102, 3
Hongwei Li 0001, https://www.en.scse.uestc.edu.cn/info/1085/2002.htm, 3
Yuan Zhang 0006, https://www.en.scse.uestc.edu.cn/info/1085/2006.htm, 2
Haomiao Yang, https://www.en.scse.uestc.edu.cn/info/1085/2032.htm, 1
Markus Dürmuth, https://www.itsec.uni-hannover.de/de/usec/team/duermuth, 5
Radha Jagadeesan, http://reed.cs.depaul.edu/rjagadeesan, 1
Craig Miller, http://facsrv.cdm.depaul.edu/~cmiller, 1
James Riely, http://fpl.cs.depaul.edu/jriely, 1
Filipo Sharevski, https://www.cdm.depaul.edu/Faculty-and-Staff/Pages/faculty-info.aspx?fid=1341, 1
Satyajayant Misra, http://www.cs.nmsu.edu/~misra, 2
Joshua Reynolds, https://cv.jeyrey.net/, 2
Roopa Vishwanathan, https://www.cs.nmsu.edu/~roopa, 2
Ting Yu 0001, http://www.qcri.org.qa/our-people/bio?pid=115&name=Ting_Yu, 6
Mourad Ouzzani, http://www.qcri.org/our-people/bio?pid=30&par=acc&name=MouradOuzzani, 1
Guannan Liu, https://www.linkedin.com/in/guannan-liu-3583b8262, 2
Chuan Yue, https://inside.mines.edu/~chuanyue, 2
Narseo Vallina-Rodriguez, http://people.networks.imdea.org/~narseo_vallina, 5
Guillermo Suarez-Tangil, https://networks.imdea.org/team/imdea-networks-team/people/guillermo-suarez-tangil, 1
Alejandro Cabrera Aldaya, https://www.tuni.fi/en/alejandro-cabreraaldaya, 4
Xiaojiang Du, https://cis.temple.edu/~xjdu, 3
Yan Wang 0003, https://www.binghamton.edu/cs/people/ywang.html, 1
Birhanu Eshete, https://umdearborn.edu/users/birhanu, 4
John Criswell, https://www.cs.rochester.edu/u/criswell, 4
Arnis Parsovs, https://www.etis.ee/CV/Arnis_Parsovs/eng, 1
Dokyung Song, https://cysec.yonsei.ac.kr/~dokyungs, 3
Hanjun Kim 0001, http://corelab.yonsei.ac.kr/~hanjun, 2
Mukesh Tiwari, http://www.daiict.ac.in/daiict/people/faculty.html, 3
Carsten Baum, https://carstenbaum.com/, 4
Chenglin Miao, https://clmiao.github.io/, 2
Meisam Mohammady, https://www.cs.iastate.edu/people/meisam-mohammady, 2
Mengdi Huai, https://www.cs.iastate.edu/people/mengdi-huai, 1
Shih-Wei Li, https://www.csie.ntu.edu.tw/~shihwei, 3
Hsu-Chun Hsiao, http://www.csie.ntu.edu.tw/~hchsiao, 1
Ana L. Milanova, http://www.cs.rpi.edu/~milanova, 2
Lei Yu 0002, https://leiyucs.github.io/, 2
Sudipta Chattopadhyay 0001, http://sudiptac.bitbucket.io/, 1
Tien Tuan Anh Dinh, http://istd.sutd.edu.sg/people/faculty/dinh-tien-tuan-anh, 1
Pawel Szalachowski, https://pszal.github.io/, 1
Jianying Zhou 0001, http://jianying.space/, 1
Md. Endadul Hoque, https://users.cs.fiu.edu/~ehoque, 2
Yuzhe Tang, http://ecs.syr.edu/faculty/yuzhe, 2
Kristopher K. Micinski, http://kmicinski.com/, 1
Hassan Khan, https://www.uoguelph.ca/computing/people/hassan-khan, 3
Xiaodong Lin 0001, https://www.uoguelph.ca/computing/people/xiaodong-lin, 1
Adi Akavia, https://sites.google.com/view/akavia, 2
Dan Feldman, http://people.csail.mit.edu/dannyf, 1
Xiali Hei 0001, http://www.xialihei.com/, 3
Li Chen 0019, https://lichenut.github.io/, 1
Nian-Feng Tzeng, https://people.cmix.louisiana.edu/tzeng, 1
Patrick Gage Kelley, http://www.cs.unm.edu/~pgk, 6
Thomas P. Hayes, https://www.cs.unm.edu/~hayes, 1
Bruno Crispo, http://disi.unitn.it/~crispo, 3
Marco Roveri, https://sites.google.com/view/marco-roveri/home, 1
Stefan Dziembowski, http://www.crypto.edu.pl/Dziembowski, 3
Sanchuan Chen, https://schuan.github.io/, 3
AbdelRahman Abdou, http://people.scs.carleton.ca/~abdou, 2
Sonia Chiasson, https://carleton.ca/scs/people/sonia-chiasson, 2
Cuiyun Gao, https://cuiyungao.github.io/, 1
Daojing He, http://faculty.hitsz.edu.cn/hedaojing, 1
Qing Liao 0001, http://liaoqing.me/, 1
Yifeng Zheng, http://faculty.hitsz.edu.cn/zhengyifeng, 1
Mohamed Ali Kâafar, https://dali-kaafar.github.io/, 2
Muhammad Ikram 0001, https://researchers.mq.edu.au/en/persons/muhammad-ikram, 1
Annabelle McIver, https://researchers.mq.edu.au/en/persons/annabelle-mciver, 1
Yinxing Xue, http://dsxt.ustc.edu.cn/zj_js.asp?zzid=6495, 3
Yan Xiong, http://dsxt.ustc.edu.cn/zj_ywjs.asp?zzid=709, 2
Xiang Wang 0010, https://xiangwang1223.github.io/, 1
Bernardo Magri, https://bernardomagri.eu/, 3
Edgar R. Weippl, https://sec.cs.univie.ac.at/team/person/83163, 4
Kyungtae Kim, https://kt0755.github.io/, 4
Christophe Hauser, https://web.cs.dartmouth.edu/people/christophe-hauser, 1
Abhishek Bichhawat, https://iitgn.ac.in/faculty/cse/abhishek, 3
Jan Reineke 0001, http://embedded.cs.uni-saarland.de/reineke.php, 3
Alessandro Mei, http://wwwusers.di.uniroma1.it/~mei, 1
Leonardo Querzoni, http://www.diag.uniroma1.it/users/leonardo%2520querzoni, 1
Daniele Venturi 0001, http://danieleventuri.altervista.org/, 1
Sazzadur Rahaman, https://www.sazzadur.com/, 3
Matthew Smith 0001, http://mattsmith.de/, 3
François Dupressoir, https://fdupress.net/, 1
Awais Rashid, https://research-information.bris.ac.uk/en/persons/awais-rashid, 1
Bogdan Warinschi, http://people.cs.bris.ac.uk/~bogdan, 1
Graham Cormode, https://warwick.ac.uk/fac/sci/dcs/people/graham_cormode, 2
Di Wang 0015, https://shao3wangdi.github.io/, 2
Mobin Javed, http://web.lums.edu.pk/~mobin, 2
Maryam Mustafa, https://web.lums.edu.pk/~maryam, 2
Lichao Sun 0001, https://www.cs.uic.edu/~lsun, 3
Martin Henze, https://www.martinhenze.de/, 1
Ulrike Meyer, https://www.itsec.rwth-aachen.de/cms/ITSEC/Das-Lehr-und-Forschungsgebiet/Team/~ehrwa/Ulrike-Meyer/?allou=1, 1
Klaus Wehrle, https://www.comsys.rwth-aachen.de/team/klaus, 1
Jens B. Schmitt, https://disco.cs.uni-kl.de/index.php/people/jens-schmitt, 2
Wolfgang Kunz, https://www.eit.uni-kl.de/eis/people/kunz, 1
Dongpeng Xu 0001, https://www.cs.unh.edu/~dxu, 3
Yuede Ji, https://yuede.github.io/, 2
Yunhe Feng, https://computerscience.engineering.unt.edu/people/faculty/yunhe-feng, 1
Yingjiu Li, https://cs.uoregon.edu/profile/yingjiul, 1
Daniel Lowd, https://ix.cs.uoregon.edu/~lowd, 1
Giuseppe Persiano, http://www.di.unisa.it/~giuper, 2
Devashish Gosain, https://www.devashishgosain.com/, 2
Martin Aumüller 0001, https://itu.dk/~maau, 1
Bernardo Machado David, http://www.bmdavid.com/, 1
Zhiwu Xu 0001, https://zhiwuxu.github.io/, 3
Jia Wang 0008, http://csse.szu.edu.cn/cn/peopleda19.html?218228=, 1
Tianxi Ji, http://www.myweb.ttu.edu/tiji, 1
Panagiotis Karras, https://di.ku.dk/english/staff/?pure=en/persons/710238, 1
Rasmus Pagh, https://di.ku.dk/english/staff/?pure=en/persons/309342, 1
Oliver Hohlfeld, https://www.ohohlfeld.com/, 2
Willy Susilo, https://scholars.uow.edu.au/willy-susilo, 2
Fuchun Guo, https://documents.uow.edu.au/~fuchun, 1
Xenofon D. Koutsoukos, http://www.vuse.vanderbilt.edu/~koutsoxd, 2
Kevin Leach, https://engineering.vanderbilt.edu/bio/kevin-leach, 1
Hong-Sheng Zhou, http://www.people.vcu.edu/~hszhou, 2
Tachio Terauchi, http://www.f.waseda.jp/terauchi/index.html, 1
Xiaozhong Liu, https://www.wpi.edu/people/faculty/xliu14, 4
Chen Hajaj, https://www.ariel.ac.il/wp/chen-hajaj, 1
Eran Omri, http://www.ariel.ac.il/Projects/trp/GeneralInformation.asp?numRec=368&numtafrit=1&id_lang=1&d=, 1
Xianglong Liu 0001, http://www.nlsde.buaa.edu.cn/~xlliu, 2
Li Li 0029, http://lilicoding.github.io/, 1
Mark Manulis, http://manulis.eu/, 2
Li Xiong 0001, https://cs.emory.edu/~lxiong, 2
Claudia Müller-Birn, https://www.mi.fu-berlin.de/en/inf/groups/hcc/members/professor/mueller-birn.html, 1
Volker Roth 0002, https://www.mi.fu-berlin.de/inf/groups/ag-si/members/volkerroth.html, 1
Shweta Agrawal, http://www.cse.iitm.ac.in/~shwetaag, 1
Chester Rebeiro, http://www.cse.iitm.ac.in/~chester, 1
Xiaojiang Chen, https://xjchen-nwu.github.io/xiaojiangchen.github.io, 1
Dingyi Fang, https://ist.nwu.edu.cn/info/1017/1264.htm, 1
Zhanyong Tang, https://ist.nwu.edu.cn/info/1017/1526.htm, 1
Shuai Hao 0001, https://shhaos.github.io/, 2
Gareth Tyson, http://www.eecs.qmul.ac.uk/~tysong, 2
Ignacio Castro, https://icastro.info/, 1
Xiaodong Chen, http://www.eecs.qmul.ac.uk/~dong, 1
Zhumin Chen, http://www.cs.sdu.edu.cn/info/1112/2725.htm, 1
Pengjie Ren, https://pengjieren.github.io/, 1
Dongxiao Yu, http://www.cs.sdu.edu.cn/info/1091/2639.htm, 1
Christof Fetzer, https://tu-dresden.de/die_tu_dresden/fakultaeten/fakultaet_informatik/sysa/se/team/people/c_fetzer, 1
Matthias Wählisch, https://tu-dresden.de/inf/sya/netd/about/mw?set_language=en, 1
Zhengxiong Li, https://cse.ucdenver.edu/~lizheng, 3
Mohamed Khamis, http://mkhamis.com/, 2
Andreas Peter, https://uol.de/informatik/ssi/team/prof-dr-andreas-peter, 2
Balaji Palanisamy, http://www.sis.pitt.edu/bpalan, 1
Youtao Zhang, https://cs.pitt.edu/~zhangyt, 1
Matthew J. Luckie, http://www.cms.waikato.ac.nz/people/mluckie, 3
RhongHo Jang, https://engineering.wayne.edu/profile/hf8512, 2
Rongxin Wu, https://wurongxin1987.github.io/wurongxin.xmu.edu.cn, 2
Lukás Holík, https://www.fit.vut.cz/person/holik, 1
Tomás Vojnar, https://www.fit.vut.cz/person/vojnar, 1
Yaoxue Zhang, https://www.csu.edu.cn/info/1126/1525.htm, 1
Sang-Wook Kim, http://www.agape.hanyang.ac.kr/members/prof, 1
Subhajit Roy 0001, http://www.cse.iitk.ac.in/users/subhajit, 1
Le Song, http://www.cc.gatech.edu/~lsong, 1
Zhiqiang Xu, https://mbzuai.ac.ae/study/faculty/zhiqiang-xu, 1
Mashael Al Sabah, http://www.qu.edu.qa/engineering/computer/faculty/mashael.php, 1
Albert Levi, http://people.sabanciuniv.edu/levi, 1
Erkay Savas, http://people.sabanciuniv.edu/~erkays, 1
Reza Tourani, https://cs.slu.edu/people/tourani, 1
Wei Wang 0190, https://www.wei-wang-research.com/, 1
Rasool Jalili, http://ce.sharif.edu/faculty/rasool-jalili, 1
Ben Hermann 0001, https://sse.cs.tu-dortmund.de/team/ben-hermann, 1
Shouhuai Xu, https://xu-lab.org/, 1
Tyler N. Allen, https://webpages.charlotte.edu/~tallen93, 1
Hongfei Xue, https://havocfixer.github.io/, 1
Divya Ravi, https://cci-research.nl/author/divya-ravi, 1
Shucheng Yu, https://ualr.edu/faculty-7wazt/yu, 1
Sanchari Das, https://ritchieschool.du.edu/about/people/sanchari-das, 1
Hannes Federrath, https://www.inf.uni-hamburg.de/inst/ab/snp/team/federrath.html, 1
Rishab Nithyanand, https://cs.uiowa.edu/people/rishab-nithyanand, 1
Yang Xiao 0010, https://yang-sec.github.io/, 2
Yukui Luo, https://www.yukuiluo.com/, 1
Rohit Chadha, https://engineering.missouri.edu/faculty/rohit-chadha, 1
Zhu Li 0001, http://l.web.umkc.edu/lizhu, 1
Nirnimesh Ghose, https://cse.unl.edu/~nghose, 1
Juliane Krämer, https://www.uni-regensburg.de/informatics-data-science/qpc/team/prof-dr-juliane-kraemer/index.html, 1
Philipp Rümmer, http://www.philipp.ruemmer.org/, 1
Feng Dong, https://pureportal.strath.ac.uk/en/persons/feng-dong/publications, 2
Jeff Yan, https://pureportal.strath.ac.uk/en/persons/jeff-yan/publications, 1
Tibor Jager, https://itsc.uni-wuppertal.de/en/staff/prof-dr-ing-tibor-jager.html, 1
Zhiyong Shan, https://www.wichita.edu/profiles/academics/engineering/SoC/Shan-Zhiyong.php, 1
Meikang Qiu, https://www.augusta.edu/faculty/directory/view.php?id=MQIU, 1
Chao Li 0023, http://www.lichao.work/, 1
Byron J. Williams, http://www.fsnhp.msstate.edu/docs/staff/Byron%2520%2520Williams%2520CV%2520July%25202012%2520.pdf, 1
Stefano Zanero, http://home.deib.polimi.it/zanero, 1
Andrew P. Tolmach, http://web.cecs.pdx.edu/~apt, 1
Fei Xie, http://web.cecs.pdx.edu/~xie, 1
Xun Yi, https://www.rmit.edu.au/contact/staff-contacts/academic-staff/y/yi-professor-xun, 1
Jingjing Wang, http://scst.suda.edu.cn/11250/list.htm, 1
Oguz Ergin, http://oergin.etu.edu.tr/, 1
Mário S. Alvim, http://homepages.dcc.ufmg.br/~msalvim, 1
Ronaldo A. Ferreira, https://www.facom.ufms.br/~raf, 1
Lisandro Z. Granville, http://www.inf.ufrgs.br/granville, 1
Alex Davidson, https://alxdavids.xyz/, 1
Euijin Choo, https://alleychoo.github.io/, 1
Frederik Armknecht, https://ls.wim.uni-mannheim.de/de/ths/arbeitsgruppe/mitarbeiter/prof-dr-frederik-armknecht, 1
Santosh Kumar 0001, https://www.memphis.edu/cs/people/faculty_pages/santosh-kumar.php, 1
Yanfang Ye 0001, https://engineering.nd.edu/faculty/yanfang-fanny-ye, 1
Xiangliang Zhang 0001, https://engineering.nd.edu/faculty/xiangliang-zhang, 1
Guangdong Bai, https://baigd.github.io/, 1
Habib Louafi, http://www.cs.uregina.ca/People/Profiles/HabibLouafi.html, 1
Kui Wu 0001, http://www.cs.uvic.ca/~wkui, 1
Konstantinos Sagonas, http://user.it.uu.se/~kostis, 1
Chuan Shi, http://www.shichuan.org/, 1
Marc Stevens 0001, https://marc-stevens.nl/, 1
Erman Ayday, https://engineering.case.edu/profiles/exa208, 1
Ting Su 0001, http://tingsu.github.io/, 1
Björn Scheuermann 0001, http://www.ti.informatik.hu-berlin.de/, 1
Jong Taek Lee, https://sites.google.com/view/k-vislab, 1
Zhaochun Ren, https://renzhaochun.github.io/, 1
Youcheng Sun, https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=youcheng.sun, 1
Yang Shi 0002, https://sse.tongji.edu.cn/Data/View/2818, 1
Shijia Pan, http://www.andrew.cmu.edu/user/shijiapa, 1
Shen Wang, https://people.ucd.ie/shen.wang, 1
Alexander Nelson, https://computer-science-and-computer-engineering.uark.edu/directory/index/uid/ahnelson/name/Alexander+H.+Nelson, 1
Dominik Herrmann, https://www.uni-bamberg.de/psi/team/dominik-herrmann, 1
Omprakash Gnawali, http://www2.cs.uh.edu/~gnawali, 1
Martin Pinzger 0001, https://pinzger.github.io/, 1
Zheng Wang 0001, https://eps.leeds.ac.uk/computing/staff/6452/dr-zheng-wang, 1
David M. Eyers, http://www.cs.otago.ac.nz/staff/David_Eyers, 1
